c0001,WIT STUDIO,前身是Production I.G 6課製作組，曾製作《罪惡王冠》等話題作品；2012年出於調動員工積極性、提升業績，6課的工作人員和田丈嗣和中武哲也建立WIT STUDIO，期初和Production I.G在同一地址辦公，後逐漸搬遷至現所在地，目前是IG Port的子公司之一。為擴大吸引力和知名度，於2013年7月製作了年度話題作《進擊的巨人》，以51190的碟片累平銷量成為年度霸權。
c0002,SUNRISE,1972年由蟲製作公司獨立出來的職員以“SUNRISE工作室＂的名義開始創業；同年與東北新社合資創立“創映社”，直到1976年，才正式以“SUNRISE＂名義寄身於日本動漫界，第一套作品《無敵超人聖彼得3》；SUNRISE是親自參與動畫製作的日本企業之一，位於東京杉並區，目前隸屬於BANDAI旗下。
c0003,Production IMS,原屬AIC Spirits的製片人松嵜義之帶領一眾動畫師離開公司，設立Production IMS。當時AIC一直傳出長期積弱和欠債纍纍的消息，而角川書店容許接收該公司原定的新作企劃，包括《天降之物 永遠的我的鳥籠》和《約會大作戰Ⅱ》等。開業不久即接下《蟲奉行》和《Fantasista Doll》等作品做過其他公司的協力。公司則自行製作《狐仙的戀愛入門》。
c0004,雲雀工作室,原屬東映動畫的光延博愛與光延幸子夫婦創立雲雀工作室，專門為動畫上色。之後工作室首次從土田製作公司接下おじゃまんが山田くん的單集統包工作，開始參與完整動畫製作及企劃之工作。社名是「期望當人聽見小鳥美麗地歌唱的時候，會從雲雀的名字而得知工作室的存在和意義」。
c0006,新鋭動畫,前身是新A製製作公司，也是曾身為東映動畫動畫師的楠部大吉郎的一次商業冒險，而公司商標吉祥物由與楠部同期一樣東映動畫出身的動畫師大塚康生設計創社之後由大塚康生、高畑勲、宮崎駿、吉田茂承、小田部羊一等人定期培育採用新人。
c0007,Dong Woo Animation,它已經成為Studio Gallop的首要工作租用工作室。它直接與Sony Columbia TriStar（美國）直接合作，2002年以來一直是華納兄弟動畫製作海外動畫的主要來源。之後公司更名為東吳動畫公司 BASToF檸檬，該公司的第一個原始動畫系列，於2001年開始播出。 有在Dongwoo開設洛杉磯辦事處。 也在開設江山辦事處，有製作過忍者神龜。
c0008,東映動畫,是隸屬日本東映集團的老牌動畫製作公司，亦是日本歷史最悠久的動畫製作公司。第一套劇場動畫為《白蛇傳》，而第一套電視動畫為《狼少年Ken》。很多著名的動畫師，例如宮崎駿、高畑勳、芝山努、大塚康生等人都曾在此就職。註冊資本略高於戰前成立的東寶株式會社
c0009,P.A.WORKS,BEE TRAIN的公司代表兼製作人堀川憲司於富山縣東礪波郡城端町成立越中動畫本鋪株式會社。之後公司正式更名為P.A. Works，並緊接把工作室搬至現址。成立的緣由在於堀川需要按家族的約定回歸當地，並有見本土未有任何成熟的動畫工作室，於是決定創業。設立初期曾一度因資金有限而要借用已荒廢的醫院作改建，及借用有線電視的網絡去處理各項行政工作。公司首次獨立製作《真實之淚 true tears》
c0010,A-1 Pictures,於2005年5月，因日本索尼音樂的旗下企業Aniplex希望更有效發展動畫製作業務，而決意成立一間穩定和高品質的公司，位於東京都杉並區；在2006年與另一家動畫公司Noside共同製作的動畫後，便立即投入獨立製作，獨立製作的第一部電視動畫《王牌投手 振臂高揮》，目前是Aniplex的子公司。
c0011,MAPPA,由時年70歲從MADHOUSE退職的前社長與共同創社人丸山正雄另在東京都杉並區起業創立。 社長由和丸山一起創立MAPPA的大塚學接任，而丸山轉任會長。同時丸山兼任同時期「M2工作室」社長。而後電影動畫《這個世界的角落》從同時期上映的《你的名字》《聲之形》等作品脫穎而出，入圍第40回日本電影金像獎最優秀作品獎。
c0012,Brain's Base,原為東京電影新社製作人的小澤十光，於辭職後創辦了本工作室。透過跟漫畫家永井豪密切的關係，初期改篇了多部作品發行OVA，第一部為《真蓋特機器人 世界最後之日》製作了電影作品《風を見た少年〜The Boy Who Saw The Wind》。直至2002年，才正式加入較多觀眾注意的日本電視動畫製作行列，首部作品為《爆鬥宣言》。
c0014,ZERO-G,ZERO-G是一家動畫企劃與製作以及相關業務為主的日本公司。由導演根岸弘成立。並取得RADIX MOBANIMATION動畫作品的相關所有版權。 ZERO-G名稱繼承自根岸弘創立的動畫公司ZERO-G-ROOM，而ZERO-G-ROOM在90年代以來經過一系列公司重組合併為RADIX ACE ENTERTAINMENT。之後被母公司Wedge Holdings吸收合併後設立RADIX MOBANIMATION。而後取得RADIX MOBANIMATION相關動畫作品的所有版權。
c0015,OLM,是日本的一家動畫製作公司，日本動畫協會正會員。代表作有宇宙小毛球、閃電十一人等。
c0016,david production,是日本一家以執行動畫的企畫和製作為主要事業內容的動畫製作工作室。由GDH的製作人沖浦泰斗和代表取締役社長梶田浩司等人，在東京都西東京市正式創立。之後的電視動畫《天堂餐館》是首部獨立製作作品。之後宣布製作《JoJo的奇妙冒險》系列原作第一部和第二部，並於10月的深夜時段新番上映。
c0017,Millepensee,由早年進入GAINAX從《飛越巔峰2》開始擔任製作並協助SHAFT動畫製作出身的白石直子，於2013年在東京都練馬區創立工作室。
c0018,Encourage Films,此公司由曾任GONZO製作人的池田東陽與動畫導演追崎史敏於2008年設立，第一部總承包作品為2009年的網路動畫《ONTAMA!》。除製作動畫外，ENCOURAGE FILMS亦舉辦《萬花筒之星》的相關活動，該動畫的製作人為池田東陽。之後池田東陽逝世，由追崎史敏接任代表董事
c0019,J.C.STAFF,創辦人和其社長宮田知行早期出身於龍之子製作公司企劃文藝部，並在Kitty film三鷹工作室擔任製作人一職，1986年1月在東京都三鷹市與武藏野市邊界的鐵路車站三鷹站前成立。之後搬到鄰近的武藏境站附近[2]。 一開始是製作管理專門公司，自公司創立10年以來，主要以生產OVA、遊戲動畫和電影動畫為中心。
c0020,EMT Squared,株式會社EMT Squared是日本的動畫製作公司。 代表人宮本秀晃曾在TMS娛樂擔任製作人。
c0021,SATELIGHT,因要應付世界首套全CG的電視連續劇Bit the Cupid的數碼製作，北海道札幌市的軟體開發商B·U·G讓旗下子公司株式会社バイス的SATELIGHT事業部門獨立出來。公司名稱中SATELIGHT的S為札幌（Sapporo）、A為動畫（Animate）、T為科技（Technology）、E為娛樂（Entertainment）的英文字首組合而成。代表董事為在B·U·G出身的經理佐藤道明，跟另一插畫家同名同姓。
c0022,XEBEC,是日本一家動畫製作公司，原由Production I.G完全持股。現與Production I.G、Mag Garden、WIT STUDIO、SIGNAL.MD同屬IG Port集團。
c0023,Passione,是日本一家位於東京都杉並區的動畫工作室。曾製作過《 六花的勇者》。
c0024,SILVER LINK.,是動畫公司フロントライン（FRONTLINE）的製作本部長，製作人金子逸人分社獨立，剛開始的營運主要是以製作協力為主，替了不少知名的製作公司來做製作協力，主要的合作對象大致上是以SHAFT、J.C.STAFF為主。2009年開始獨立製作動畫，2012年轉為自主製作居多，並多以改編動畫為主。 2016年2月1日將旗下子公司BEEP吸收合併，成立了SILVER LINK.海外部。
c0025,TROYCA,TROYCA是一家動畫企劃與製作以及相關業務為主的日本公司。社名來自俄文「тройка」（三人行），有三位創始人將為了共同的理想而奮鬥之意。 2013年5月，由AIC Classic的製作人長野敏之、攝影監督加藤友宜帶領一部分成員離開，聯同早年結束合作的青木英監督成立TROYCA。
c0026,LIDENFILMS,LIDENFILMS是日本一家以執行動畫的企畫和製作為主要事業內容的動畫製作工作室。由三次元的松浦裕曉、BARNUM STUDIO的動畫製作人里見哲朗，MADHOUSE、SHAFT出身的企劃製作人岩城忠雄在東京都杉並區上荻共同創立工作室之後。協助Ordet和三次元共同製作《BLACK★ROCK SHOOTER》建立人脈基礎（全話與別間動畫工作室TRIGGER共同製作）。 其後，開始承接統包業務和獨立製作短篇動畫（泡麵番）
c0027,GALLOP,由舊蟲製作公司旗下攝影團隊的動畫攝影工作室「東京Animetion Film (今Anime Film)」出身的攝影指導若菜章夫自立門戶，成立動畫專業攝影工作室「有限公司STUDIO GALLOP」。承包Studio Pierrot (今Pierrot)和Group Tac等作品的攝影代工起家。1983年，來自Telecom Animation Film擔任動畫演出一職的早川啓二、作畫畫師丹內司及山內昇壽郎等人加入GALLOP之後，承接Pierrot製作的電視動畫《スプーンおばさん》的部分代工製作。1986年的OVA《縣立地球防衛軍》開始，首度投入獨立製作。旗下有遊☆戲☆王系列系列
c0028,HAOLINERS ANIMATION,繪夢動畫成立於2013年，是國內極具實力的動畫製作公司。公司長期與騰訊動漫、有妖氣動漫、土豆動漫、BILIBILI、光線傳媒等知名公司進行深度合作。繪夢動畫的前身是上海繪夢文化傳播工作室，而後成立了上海繪界文化傳播有限公司及繪夢者新動畫聯盟，並以“HAOLINERS”動畫品牌聞名。 
c0029,三次元,松浦裕曉離開GONZO後，向Studio Fantasia借用場地並以自由職業集團「三次元」進行活動，2006年3月與鈴木大介（現為董事）、足立博志、名倉晉作、志賀健太郎共同設立「株式會社三次元」。最初隸屬STUDIO EASTER的第二工作室，後來遷至該用地的第一榎本大樓。而後總部移轉至東京都杉並區上荻的Integral Tower。 主要事業內容為動畫作品的3DCG製作、2D·3D顯示器圖形介面、攝影，以及作品的企劃。
c0030,ZEXCS,成立於1998年1月，位在日本東京三鷹市，工作以動畫製作與數位分鏡為主；同年11月，由J.C.STAFF和GANSIS的製作人川崎倫子就任董事正式成立「ZEXCS」公司，目前位於東京小金井市。
c0031,Studio五組,Studio五組是日本的動畫製作公司。自GONZO的第5工作室，即《強襲魔女》及《咲-Saki-》製作成員所組成的公司。 2009年4月，由於GONZO經營不善，被GDH收購，諸多GONZO的元老退社離開。2010年5月，前GONZO的製作之一柴田知典帶領第五工作室獨立，設立動畫公司Studio五組，公司名就是紀念第五工作室的意思。
c0032,龍之子,龍之子製作公司成立以後，專注於電視製作；這與競爭對手東映動畫主要參與特攝片有所不同，東映動畫那時也只是剛起步涉足電視製作而已。龍之子的處子之作為電視動畫《宇宙王牌》，及後也跟業界的傳奇人物真下耕一、押井守、庵野秀明、笹川浩、山田勝久等合作。較出色的動畫被製成了翻譯後製版本，都成功令世界注視日本動畫。
c0033,Polygon Pictures,於東京都港區南青山設立，河原敏文任代表取締役社長。    是以映畫、電視節目、電視廣告、展示會映像、網站、智能設備、個性發展等相關數字內容的企畫、製作、授權事業為主要業務的日本企業。於世界最大CG峰會SIGGRAPH'89首次展出作品，開發了最尖端的使用骨架對應CG製作的應用軟件「MESOZOIC。恐龍角色Michael在TVCM中出演，並成為了第一個與電視台締約的CG角色。 
c0034,Production I.G,Production I.G 為日本的一家動畫製作公司，成立於1987年12月6日。英文字「I.G」分別取自現任社長石川光久和現任副社長兼原畫師後藤隆幸的日文羅馬拼音開頭「I」和「G」作命名。Production I.G便是在他們兩人共同出資之下而創立，創立初期名稱為IG龍之子（IGタツノコ），是從龍之子製作公司分拆出來的。
c0035,Seven Arcs,有限公司Arcturus出身的代表董事上村修以製作電視動畫為目的創立「Seven Arcs」，並藉2004年播放的《魔法少女奈葉》正式涉足製作電視動畫。 2012年將實質製作部門轉交同年成立的另外一間動畫工作室株式會社Seven Arcs Pictures[2]之後，則改為從事企劃、製作、版權管理等業務。
c0036,GONGO,此公司由曾任GONZO製作人的池田東陽與動畫導演追崎史敏於2008年設立，第一部總承包作品為2009年的網路動畫《ONTAMA!》。除製作動畫外，ENCOURAGE FILMS亦舉辦《萬花筒之星》的相關活動，該動畫的製作人為池田東陽。 2013年2月，池田東陽逝世，由追崎史敏接任代表董事[1]。
c0037,C-Station,是Bee Train Production Inc.的延伸，由Bee Train的前生產和生產經理 Ryoji Maru主持。其重點主要是與其他工作室分包動畫服務，進行諸如攝影，鑰匙，網絡和各種節目的生產協助等任務。在2012年，C-Station從蜜蜂火車分手，2013年宣布將動畫系列龍甲學院，使其成為他們第一個製作的節目。C-Station是Akame ga殺死一分鐘短網站的製作人。
c0038,BONES,於1998年10月成立，位於東京杉並區，由SUNRISE公司成員南雅彥、逢坂浩司及川元利浩一起創辦BONES工作室；因延續SUNRISE的風格，多為熱血和機器人題材，並保持一年出2～3部作品，屬於低產高質量類型的動畫製作公司，而受業界內外矚目，作品有《鋼之鍊金術師》、《櫻蘭高校男公關部》、《東京震級8.0》等。
c0039,GEMBA,成立於2006年4月，位於東京涉谷區，主要負責動畫中的3D和CG影像企劃製作，利用動態捕捉技術製作活靈活現的連貫畫面，目前屬於デジタル・フロンティア的子公司。
c0040,studioA-CAT,位在日本東京立川市的動畫工作室，成立於1996年9月。工作內容包括各種視頻遊戲、OVA、電視系列、2D人物、3D背景、CG視頻等項目的設計及製作，也會培育與派遣聲優人才等。
c0041,XFLAG PICTURES,"它從1997年開始提供“找工作！”是，
我們把互聯網的新價值，通過行業。
在SNS“mixi網”，人與人之間的關係，
我們已經改變了溝通方式。
在2013年，享受通信作為新的Sumahogemu， 
“ 怪物擊”誕生了。
"
c0042,橫濱動畫實驗室,"2015年7月成立		神奈川縣橫濱市中區	代表董事大型以上HiroshiShin
BUSINESS	 規劃和生產銷售和動漫相關產品技術開發和軟件設計等業務按照動畫
材料的生產，銷售及諮詢服務相關的動畫"
c0043,SANZIGEN,三次元
c0044,朱夏,2007年4月，OLM的製作人岩佐岳與2006年電視動畫《受讚頌者》的製作團隊「OLM TEAM IWASA」獨立，在杉並區下井草成立WHITE FOX[1]。 2011年設立荻窪分工作室。2016年預定在靜岡縣伊東市分工作室培育新人。 機密資訊外洩事件[編輯] 2010年1月7日，WHITE FOX官方承認《刀語》的資料外洩。官方說明起因於同年1月4日時，FTP遭第三方攻擊導致資料外洩[2]。
c0045,WHITE FOX,"07年4月，OLM的製作人岩佐岳與2006年電視動畫《受讚頌者》的製作團隊「OLM TEAM IWASA」獨立，在杉並區下井草成立WHITE FOX[1]。
2011年設立荻窪分工作室。2016年預定在靜岡縣伊東市分工作室培育新人。
機密資訊外洩事件[編輯]
2010年1月7日，WHITE FOX官方承認《刀語》的資料外洩。官方說明起因於同年1月4日時，FTP遭第三方攻擊導致資料外洩[2]。"
c0046,STUDIO DEEN,STUDIO DEEN曾經是日昇動畫的分公司。由當時「日昇工作室」擔任機器人為主題的電視動畫《勇者萊汀》上色檢查一職的長谷川洋。協助日昇動畫作品的上色工作起家，並以當時承包的作品名稱的最後一個字「汀」做命名，正式成立「有限公司STUDIO DEEN｣。
c0047,SIGNAL.MD,"是日本控股公司，成立於2007年12月1日，是日本動漫製作公司IG和漫畫出版商Mag Garden的控股公司合併後成立的。
2007年7月4日，公司IG與Mag Garden合併公告。具體而言，原公司“生產IG”在併購前一個月被轉換為控股公司。[6]隨著名稱變更，它將大部分以前的職責和管理轉移到一家名為Production IG的新發展子公司。一個月後，通過證券交易所與Mag Garden合併後，IG Port現在全資擁有“新”生產IG，XEBEC和Mag Garden作為其子公司"
c0048,C2C,株式會社C2C，是一家專門製作電視動畫、動畫企劃的公司。  成立於2006年4月3日。 
c0049,project No.9,2009年2月9日成立公司在日本中野區，東京中心5-4-22JHV中野4樓 ，在電視，影院和視頻克為電影，規劃的動畫多媒體，如因特網
c0050,A-Real,三鷹市，東京井口41 5丁目珍號館2樓
c0051,Studio Pierrot,1977年4月，布川郁司本身曾經在朋映製作、舊蟲製作公司、龍之子製作公司擔任動畫師和演出家，與上梨滿雄、時田廣子等人及多位演出家成立工作室「Studio Pierrot」，在東京都武藏野市吉祥寺的一般公寓大廈展開動畫製作。Studio Pierrot名稱來自布川郁司小時候在家鄉山形縣酒田市每年5月舉辦的「山王祭」欣賞馬戲團小丑表演所留下的印象。
c0052,Bridge,2007年，日昇動畫的第6工作室決定在《Keroro軍曹》製作途中獨立，主要成員包括製作人大橋千惠雄，以及導演近藤信宏。公司獨立後繼續與日昇動畫保持緊密合作關係，但亦開始接受完整的動畫製作業務，倚賴自由身製作群。
c0053,TNK,"TNK是由movic的製作人加藤長輝於1999年和柳沢テツヤ等人共同創立的動畫製作公司。該公司常以「ティー·エヌ·ケー」、「TNK」作為社名出現，而「TNK」則是「Total Network」的簡稱。
TNK起初靠為其他公司的外包作畫起家，從2000年的《袖珍女侍小梅》開始獨立製作動畫。2006年改組為有限公司。主要負責策劃、製作動畫作品，也為J.C.STAFF、BONES等公司作畫。"
c0054,ARTLAND,"1978年9月14日，石黑昇創設動畫工作室有限會社ARTLAND。之後Marvelous Entertainment收購，同年7月正式改組為株式會社ARTLAND。
然後以分割公司及管理層收購方式讓渡股份，將「動畫工作室」商號化、成立株式會社ANIMATION STUDIO ARTLAND，移管企劃、製作部門承繼業務，依舊由石黑昇主掌。過後株式會社ARTLAND併入母公司Marvelous，創始公司法人主體消滅。"
c0055,feel.,"Feel.是日本一家以執行動畫的企畫和製作為主要事業內容的動畫製作工作室。由Studio Pierrot（今：Pierrot）的製作人瀧ヶ崎誠和上坂陽一郎等人，於2002年12月在東京都武藏野市正式創立。由名和宗則等製作人員統包演出、作畫監督和上色之業務製作的首部電視動畫《初音島》。
2005年開始以統包方式製作《人機系列》。之後主要以統包動畫公司GANSIS的動畫作品之事業為中心。2007年左右搬遷至東京都小金井市至今。"
c0056,Gathering,2015年9月1日戶田和弘成立 公司在日本千代田區
c0057,Animation StudiO Seven,"曾經擔任WAO World製作人的堀江拓與數名該公司的員工設立此動畫製作公司。除了電視動畫，亦參與遊戲和柏青哥類的影像製作，企劃和製作的動畫類型也很多樣。
2013年，於大阪開設第二工作室，由關西出身的西川貴史帶頭擴展事業範圍。於動畫檢查、製作進行時使用瀨分七尾名義（即法人筆名）。
至2016年，總承包作品皆為短篇動畫。2013年以前多數作品改編自竹書房的原作漫畫，2014年以後則以一迅社的原作漫畫為主，大部分由Dream Creation製片。
與總部位於練馬區的動畫製作公司「Seven Arcs」及「Seven Arcs Pictures」沒有關連。"
c0058,颱風Graphics,"成立日期：2014年5月1日代表理事：櫻井孝動畫，真人策劃和製作的視頻，如計劃和生產TVCM的版權調解
網絡電影，策劃和製作互聯網內容的"
c0059,TMS/V1 Studio,為日本一家動畫製作發行公司。前身為株式會社旭一編織，以生產人造纖維為主要業務；1995年併購東京電影新社有限公司股權，2000年改名營運至今。
c0060,SHIN-EI動畫,創立於1976年9月。前身是1965年成立的A製製作公司，也是曾身為東映動畫動畫師的楠部大吉郎的一次商業冒險，而公司商標吉祥物由與楠部同期一樣東映動畫出身的動畫師大塚康生設計。創社之後由大塚康生、高畑勲、宮崎駿、吉田茂承、小田部羊一等人定期培育採用新人。